Timepoint,Enhancer,Coding gene,Image number,Nucleus number,Enhancer spot number,Coding gene spot,Overlapped enhancer number,
24,S+AS,PDK2,3,94,0,2,0,
24,S+AS,PDK2,3,95,0,0,0,
24,S+AS,PDK2,3,96,0,0,0,
24,S+AS,PDK2,3,97,0,0,0,
24,S+AS,PDK2,3,98,0,1,0,
24,S+AS,PDK2,3,99,1,0,0,
24,S+AS,PDK2,3,100,0,0,0,
0,S+AS,PMEPA1,1,1,0,0,0,
0,S+AS,PMEPA1,1,2,0,0,0,
0,S+AS,PMEPA1,1,3,0,0,0,
0,S+AS,PMEPA1,1,4,0,0,0,
0,S+AS,PMEPA1,1,5,3,0,0,
0,S+AS,PMEPA1,1,6,0,0,0,
0,S+AS,PMEPA1,1,7,1,2,0,
0,S+AS,PMEPA1,1,8,0,0,0,
0,S+AS,PMEPA1,1,9,1,0,0,
0,S+AS,PMEPA1,1,10,0,0,0,
0,S+AS,PMEPA1,1,11,0,1,0,
0,S+AS,PMEPA1,1,12,0,0,0,
0,S+AS,PMEPA1,1,13,0,1,0,
0,S+AS,PMEPA1,1,14,0,0,0,
0,S+AS,PMEPA1,1,15,0,3,0,
0,S+AS,PMEPA1,1,16,0,0,0,
0,S+AS,PMEPA1,1,17,0,2,0,
0,S+AS,PMEPA1,1,18,0,0,0,
0,S+AS,PMEPA1,1,19,0,0,0,
0,S+AS,PMEPA1,1,20,0,0,0,
0,S+AS,PMEPA1,1,21,0,0,0,
0,S+AS,PMEPA1,1,22,2,0,0,
0,S+AS,PMEPA1,1,23,0,0,0,
0,S+AS,PMEPA1,1,24,1,0,0,
0,S+AS,PMEPA1,1,25,1,0,0,
0,S+AS,PMEPA1,1,26,0,0,0,
0,S+AS,PMEPA1,1,27,0,1,0,
0,S+AS,PMEPA1,1,28,0,0,0,
0,S+AS,PMEPA1,1,29,0,0,0,
0,S+AS,PMEPA1,1,30,0,0,0,
0,S+AS,PMEPA1,1,31,2,0,0,
0,S+AS,PMEPA1,1,32,0,2,0,
0,S+AS,PMEPA1,1,33,1,0,0,
0,S+AS,PMEPA1,1,34,1,0,0,
0,S+AS,PMEPA1,1,35,0,2,0,
0,S+AS,PMEPA1,1,36,0,2,0,
0,S+AS,PMEPA1,1,37,0,0,0,
0,S+AS,PMEPA1,1,38,2,0,0,
0,S+AS,PMEPA1,1,39,1,0,0,
0,S+AS,PMEPA1,1,40,0,0,0,
0,S+AS,PMEPA1,1,41,1,0,0,
0,S+AS,PMEPA1,1,42,0,0,0,
0,S+AS,PMEPA1,1,43,0,0,0,
0,S+AS,PMEPA1,1,44,0,0,0,
0,S+AS,PMEPA1,1,45,0,1,0,
0,S+AS,PMEPA1,1,46,0,0,0,
0,S+AS,PMEPA1,1,47,0,0,0,
0,S+AS,PMEPA1,1,48,0,0,0,
0,S+AS,PMEPA1,1,49,0,0,0,
0,S+AS,PMEPA1,1,50,0,0,0,
0,S+AS,PMEPA1,1,51,0,0,0,
0,S+AS,PMEPA1,2,52,2,0,0,
0,S+AS,PMEPA1,2,53,0,0,0,
0,S+AS,PMEPA1,2,54,3,0,0,
0,S+AS,PMEPA1,2,55,1,0,0,
0,S+AS,PMEPA1,2,56,1,0,0,
0,S+AS,PMEPA1,2,57,0,1,0,
0,S+AS,PMEPA1,2,58,0,0,0,
0,S+AS,PMEPA1,2,59,0,0,0,
0,S+AS,PMEPA1,2,60,2,0,0,
0,S+AS,PMEPA1,2,61,0,0,0,
0,S+AS,PMEPA1,2,62,1,0,0,
0,S+AS,PMEPA1,2,63,0,0,0,
0,S+AS,PMEPA1,2,64,0,0,0,
0,S+AS,PMEPA1,2,65,1,0,0,
0,S+AS,PMEPA1,2,66,1,0,0,
0,S+AS,PMEPA1,2,67,0,1,0,
0,S+AS,PMEPA1,2,68,0,0,0,
0,S+AS,PMEPA1,2,69,0,0,0,
0,S+AS,PMEPA1,2,70,0,0,0,
0,S+AS,PMEPA1,2,71,0,0,0,
0,S+AS,PMEPA1,2,72,0,0,0,
0,S+AS,PMEPA1,2,73,0,0,0,
0,S+AS,PMEPA1,2,74,0,0,0,
0,S+AS,PMEPA1,2,75,0,0,0,
0,S+AS,PMEPA1,2,76,1,0,0,
0,S+AS,PMEPA1,2,77,0,0,0,
0,S+AS,PMEPA1,2,78,0,0,0,
0,S+AS,PMEPA1,2,79,0,0,0,
0,S+AS,PMEPA1,2,80,0,0,0,
0,S+AS,PMEPA1,2,81,0,0,0,
0,S+AS,PMEPA1,2,82,0,0,0,
0,S+AS,PMEPA1,2,83,0,0,0,
0,S+AS,PMEPA1,2,84,0,0,0,
0,S+AS,PMEPA1,2,85,0,0,0,
0,S+AS,PMEPA1,2,86,0,0,0,
0,S+AS,PMEPA1,2,87,0,0,0,
0,S+AS,PMEPA1,2,88,0,0,0,
0,S+AS,PMEPA1,2,89,0,0,0,
0,S+AS,PMEPA1,2,90,0,0,0,
0,S+AS,PMEPA1,2,91,0,0,0,
0,S+AS,PMEPA1,2,92,0,0,0,
0,S+AS,PMEPA1,2,93,0,0,0,
0,S+AS,PMEPA1,2,94,0,0,0,
0,S+AS,PMEPA1,2,95,0,3,0,
0,S+AS,PMEPA1,2,96,0,0,0,
0,S+AS,PMEPA1,2,97,0,1,0,
0,S+AS,PMEPA1,2,98,2,0,0,
0,S+AS,PMEPA1,2,99,1,0,0,
0,S+AS,PMEPA1,2,100,0,0,0,
6,S+AS,PMEPA1,1,1,1,2,0,
6,S+AS,PMEPA1,1,2,2,2,2,
6,S+AS,PMEPA1,1,3,1,2,1,
6,S+AS,PMEPA1,1,4,1,2,1,
6,S+AS,PMEPA1,1,5,1,2,1,
6,S+AS,PMEPA1,1,6,2,2,2,
6,S+AS,PMEPA1,1,7,0,2,0,
6,S+AS,PMEPA1,1,8,1,3,0,
6,S+AS,PMEPA1,1,9,1,2,1,
6,S+AS,PMEPA1,1,10,0,3,0,
6,S+AS,PMEPA1,1,11,3,3,0,
6,S+AS,PMEPA1,1,12,1,1,0,
6,S+AS,PMEPA1,1,13,0,2,0,
6,S+AS,PMEPA1,1,14,2,3,2,
6,S+AS,PMEPA1,1,15,1,3,1,
6,S+AS,PMEPA1,1,16,3,3,1,
6,S+AS,PMEPA1,1,17,0,1,0,
6,S+AS,PMEPA1,1,18,0,3,0,
6,S+AS,PMEPA1,1,19,0,2,0,
6,S+AS,PMEPA1,1,20,1,2,0,
6,S+AS,PMEPA1,1,21,2,2,1,
6,S+AS,PMEPA1,1,22,0,3,0,
6,S+AS,PMEPA1,1,23,2,2,1,
6,S+AS,PMEPA1,1,24,2,0,0,
6,S+AS,PMEPA1,1,25,1,2,0,
6,S+AS,PMEPA1,1,26,0,2,0,
6,S+AS,PMEPA1,1,27,0,2,0,
6,S+AS,PMEPA1,1,28,0,3,0,
6,S+AS,PMEPA1,1,29,0,3,0,
6,S+AS,PMEPA1,1,30,3,2,1,
6,S+AS,PMEPA1,1,31,0,3,0,
6,S+AS,PMEPA1,1,32,0,2,0,
6,S+AS,PMEPA1,1,33,0,3,0,
6,S+AS,PMEPA1,1,34,1,3,0,
6,S+AS,PMEPA1,1,35,1,3,1,
6,S+AS,PMEPA1,1,36,0,0,0,
6,S+AS,PMEPA1,1,37,2,3,1,
6,S+AS,PMEPA1,1,38,0,3,0,
6,S+AS,PMEPA1,1,39,2,3,2,
6,S+AS,PMEPA1,2,40,0,2,0,
6,S+AS,PMEPA1,2,41,2,3,1,
6,S+AS,PMEPA1,2,42,0,3,0,
6,S+AS,PMEPA1,2,43,1,3,0,
6,S+AS,PMEPA1,2,44,1,3,1,
6,S+AS,PMEPA1,2,45,0,3,0,
6,S+AS,PMEPA1,2,46,2,2,1,
6,S+AS,PMEPA1,2,47,0,1,0,
6,S+AS,PMEPA1,2,48,0,3,0,
6,S+AS,PMEPA1,2,49,1,3,0,
6,S+AS,PMEPA1,2,50,3,3,1,
6,S+AS,PMEPA1,2,51,2,3,0,
6,S+AS,PMEPA1,2,52,0,3,0,
6,S+AS,PMEPA1,2,53,1,3,1,
6,S+AS,PMEPA1,2,54,0,1,0,
6,S+AS,PMEPA1,2,55,1,2,0,
6,S+AS,PMEPA1,2,56,0,0,0,
6,S+AS,PMEPA1,2,57,0,2,0,
6,S+AS,PMEPA1,2,58,0,3,0,
6,S+AS,PMEPA1,2,59,0,2,0,
6,S+AS,PMEPA1,2,60,0,2,0,
6,S+AS,PMEPA1,2,61,0,1,0,
6,S+AS,PMEPA1,2,62,1,3,1,
6,S+AS,PMEPA1,2,63,1,3,0,
6,S+AS,PMEPA1,2,64,1,3,0,
6,S+AS,PMEPA1,2,65,0,0,0,
6,S+AS,PMEPA1,2,66,0,1,0,
6,S+AS,PMEPA1,2,67,0,3,0,
6,S+AS,PMEPA1,2,68,0,3,0,
6,S+AS,PMEPA1,2,69,3,3,1,
6,S+AS,PMEPA1,2,70,0,2,0,
6,S+AS,PMEPA1,2,71,2,3,1,
6,S+AS,PMEPA1,2,72,1,3,1,
6,S+AS,PMEPA1,2,73,1,2,0,
6,S+AS,PMEPA1,2,74,0,3,0,
6,S+AS,PMEPA1,2,75,1,2,1,
6,S+AS,PMEPA1,2,76,0,3,0,
6,S+AS,PMEPA1,2,77,0,3,0,
6,S+AS,PMEPA1,2,78,0,3,0,
6,S+AS,PMEPA1,2,79,2,2,1,
6,S+AS,PMEPA1,2,80,1,1,0,
6,S+AS,PMEPA1,2,81,0,0,0,
6,S+AS,PMEPA1,2,82,1,3,0,
6,S+AS,PMEPA1,2,83,1,3,1,
6,S+AS,PMEPA1,3,84,0,3,0,
6,S+AS,PMEPA1,3,85,2,3,1,
6,S+AS,PMEPA1,3,86,1,3,1,
6,S+AS,PMEPA1,3,87,0,3,0,
6,S+AS,PMEPA1,3,88,1,3,0,
6,S+AS,PMEPA1,3,89,0,3,0,
6,S+AS,PMEPA1,3,90,0,3,0,
6,S+AS,PMEPA1,3,91,0,3,0,
6,S+AS,PMEPA1,3,92,0,3,0,
6,S+AS,PMEPA1,3,93,0,2,0,
6,S+AS,PMEPA1,3,94,1,1,0,
6,S+AS,PMEPA1,3,95,0,3,0,
6,S+AS,PMEPA1,3,96,0,3,0,
6,S+AS,PMEPA1,3,97,1,3,0,
6,S+AS,PMEPA1,3,98,0,3,0,
6,S+AS,PMEPA1,3,99,1,3,0,
6,S+AS,PMEPA1,3,100,1,3,0,
24,S+AS,PMEPA1,1,1,2,3,2,
24,S+AS,PMEPA1,1,2,1,3,0,
24,S+AS,PMEPA1,1,3,2,3,1,
24,S+AS,PMEPA1,1,4,1,3,1,
24,S+AS,PMEPA1,1,5,0,3,0,
24,S+AS,PMEPA1,1,6,1,3,1,
24,S+AS,PMEPA1,1,7,2,2,0,
24,S+AS,PMEPA1,1,8,1,3,1,
24,S+AS,PMEPA1,1,9,2,3,0,
24,S+AS,PMEPA1,1,10,2,3,0,
24,S+AS,PMEPA1,1,11,2,3,2,
24,S+AS,PMEPA1,1,12,1,3,1,
24,S+AS,PMEPA1,1,13,1,3,1,
24,S+AS,PMEPA1,1,14,1,3,1,
24,S+AS,PMEPA1,1,15,2,3,2,
24,S+AS,PMEPA1,1,16,0,3,0,
24,S+AS,PMEPA1,1,17,1,2,0,
24,S+AS,PMEPA1,1,18,1,3,0,
24,S+AS,PMEPA1,1,19,0,3,0,
24,S+AS,PMEPA1,1,20,2,3,1,
24,S+AS,PMEPA1,1,21,4,3,4,
24,S+AS,PMEPA1,1,22,0,3,0,
24,S+AS,PMEPA1,1,23,2,4,2,
24,S+AS,PMEPA1,1,24,2,2,2,
24,S+AS,PMEPA1,1,25,0,3,0,
24,S+AS,PMEPA1,1,26,3,3,2,
24,S+AS,PMEPA1,1,27,1,3,1,
24,S+AS,PMEPA1,1,28,1,3,0,
24,S+AS,PMEPA1,1,29,0,0,0,
24,S+AS,PMEPA1,1,30,2,3,1,
24,S+AS,PMEPA1,1,31,1,3,0,
24,S+AS,PMEPA1,1,32,3,3,2,
24,S+AS,PMEPA1,1,33,2,3,2,
24,S+AS,PMEPA1,1,34,1,3,1,
24,S+AS,PMEPA1,1,35,3,3,2,
24,S+AS,PMEPA1,1,36,3,3,1,
24,S+AS,PMEPA1,1,37,3,3,3,
24,S+AS,PMEPA1,1,38,2,3,1,
24,S+AS,PMEPA1,1,39,2,2,0,
24,S+AS,PMEPA1,1,40,0,3,0,
24,S+AS,PMEPA1,1,41,1,3,0,
24,S+AS,PMEPA1,1,42,3,2,3,
24,S+AS,PMEPA1,1,43,2,2,2,
24,S+AS,PMEPA1,1,44,3,3,2,
24,S+AS,PMEPA1,1,45,3,3,1,
24,S+AS,PMEPA1,1,46,1,3,0,
24,S+AS,PMEPA1,1,47,3,2,2,
24,S+AS,PMEPA1,1,48,3,3,0,
24,S+AS,PMEPA1,1,49,2,3,0,
24,S+AS,PMEPA1,1,50,2,3,2,
24,S+AS,PMEPA1,1,51,2,3,1,
24,S+AS,PMEPA1,1,52,2,3,2,
24,S+AS,PMEPA1,1,53,1,3,0,
24,S+AS,PMEPA1,1,54,2,3,2,
24,S+AS,PMEPA1,1,55,2,3,1,
24,S+AS,PMEPA1,1,56,1,3,0,
24,S+AS,PMEPA1,1,57,1,3,0,
24,S+AS,PMEPA1,1,58,1,3,1,
24,S+AS,PMEPA1,1,59,1,3,1,
24,S+AS,PMEPA1,1,60,1,2,1,
24,S+AS,PMEPA1,1,61,0,3,0,
24,S+AS,PMEPA1,1,62,0,3,0,
24,S+AS,PMEPA1,1,63,2,2,2,
24,S+AS,PMEPA1,1,64,0,1,0,
24,S+AS,PMEPA1,1,65,0,0,0,
24,S+AS,PMEPA1,1,66,4,3,3,
24,S+AS,PMEPA1,1,67,1,3,0,
24,S+AS,PMEPA1,1,68,1,3,1,
24,S+AS,PMEPA1,1,69,2,3,2,
24,S+AS,PMEPA1,1,70,2,3,2,
24,S+AS,PMEPA1,1,71,4,3,3,
24,S+AS,PMEPA1,1,72,2,3,1,
24,S+AS,PMEPA1,1,73,2,3,2,
24,S+AS,PMEPA1,1,74,3,3,2,
24,S+AS,PMEPA1,1,75,2,3,1,
24,S+AS,PMEPA1,1,76,1,3,1,
24,S+AS,PMEPA1,1,77,1,3,1,
24,S+AS,PMEPA1,1,78,1,3,1,
24,S+AS,PMEPA1,1,79,3,3,3,
24,S+AS,PMEPA1,1,80,1,3,0,
24,S+AS,PMEPA1,1,81,1,3,0,
24,S+AS,PMEPA1,1,82,3,3,0,
24,S+AS,PMEPA1,1,83,1,3,1,
24,S+AS,PMEPA1,1,84,2,2,2,
24,S+AS,PMEPA1,1,85,2,3,2,
24,S+AS,PMEPA1,1,86,0,3,0,
24,S+AS,PMEPA1,1,87,1,3,0,
24,S+AS,PMEPA1,1,88,0,3,0,
24,S+AS,PMEPA1,1,89,2,3,2,
24,S+AS,PMEPA1,1,90,1,3,0,
24,S+AS,PMEPA1,1,91,3,3,2,
24,S+AS,PMEPA1,1,92,1,3,0,
24,S+AS,PMEPA1,1,93,2,3,1,
24,S+AS,PMEPA1,1,94,1,2,1,
24,S+AS,PMEPA1,1,95,2,3,1,
24,S+AS,PMEPA1,1,96,0,3,0,
24,S+AS,PMEPA1,1,97,0,3,0,
24,S+AS,PMEPA1,1,98,1,3,1,
24,S+AS,PMEPA1,1,99,2,3,1,
24,S+AS,PMEPA1,1,100,0,2,0,
